county,year,per_capita_income,unemployment_rate,population,tax_revenue_per_capita,log_income,local_party,central_party,aligned,party_alternation,consecutive_years,dpp_dummy,kmt_dummy
新竹縣,2022,358000.0,3.3,582268.2,26800.0,12.7883,KMT,DPP,0,0,22,0,1
新竹縣,2023,362000.0,3.3,588014.8,27200.0,12.7994,KMT,DPP,0,0,23,0,1
新竹縣,2024,366000.0,3.3,593761.4,27600.0,12.8104,KMT,DPP,0,0,24,0,1
苗栗縣,1990,210107.0,2.5,559137.0,10000.0,12.2554,KMT,KMT,1,0,1,0,1
苗栗縣,1991,212433.2,2.6,559193.6,10100.0,12.2664,KMT,KMT,1,0,2,0,1
苗栗縣,1992,214759.4,2.7,559250.2,10200.0,12.2773,KMT,KMT,1,0,3,0,1
苗栗縣,1993,217085.6,2.8,559306.8,10300.0,12.288,KMT,KMT,1,0,4,0,1
苗栗縣,1994,219411.8,2.9,559363.4,10400.0,12.2987,KMT,KMT,1,0,5,0,1
苗栗縣,1995,221738.0,3.0,559420.0,10500.0,12.3093,KMT,KMT,1,0,6,0,1
苗栗縣,1996,224064.2,3.1,559476.6,10600.0,12.3197,KMT,KMT,1,0,7,0,1
苗栗縣,1997,226390.4,3.2,559533.2,10700.0,12.33,IND,KMT,0,1,1,0,0
苗栗縣,1998,228716.6,3.3,559589.8,10800.0,12.3402,IND,KMT,0,1,2,0,0
苗栗縣,1999,231042.8,3.4,559646.4,10900.0,12.3504,IND,KMT,0,1,3,0,0
苗栗縣,2000,233369.0,3.5,559703.0,11000.0,12.3604,IND,DPP,0,1,4,0,0
苗栗縣,2001,235695.2,3.6,559759.6,11100.0,12.3703,IND,DPP,0,0,5,0,0
苗栗縣,2002,238021.4,3.7,559816.2,11200.0,12.3801,IND,DPP,0,0,6,0,0
苗栗縣,2003,240347.6,3.8,559872.8,11300.0,12.3898,IND,DPP,0,0,7,0,0
苗栗縣,2004,242673.8,3.9,559929.4,11400.0,12.3995,IND,DPP,0,0,8,0,0
苗栗縣,2005,245000.0,4.0,559986.0,11500.0,12.409,KMT,DPP,0,1,1,0,1
苗栗縣,2006,243600.0,4.16,560182.4,11440.0,12.4033,KMT,DPP,0,1,2,0,1
苗栗縣,2007,242200.0,4.32,560378.8,11380.0,12.3975,KMT,DPP,0,1,3,0,1
苗栗縣,2008,240800.0,4.4799999999999995,560575.2,11320.0,12.3917,KMT,KMT,1,1,4,0,1
苗栗縣,2009,239400.0,4.64,560771.6,11260.0,12.3859,KMT,KMT,1,0,5,0,1
苗栗縣,2010,238000.0,4.8,560968.0,11200.0,12.38,KMT,KMT,1,0,6,0,1
苗栗縣,2011,233369.0,4.6,561556.8,11160.0,12.3604,KMT,KMT,1,0,7,0,1
苗栗縣,2012,237526.75,4.3999999999999995,562145.6,11120.0,12.378,KMT,KMT,1,0,8,0,1
苗栗縣,2013,241684.5,4.2,562734.4,11080.0,12.3954,KMT,KMT,1,0,9,0,1
苗栗縣,2014,245842.25,4.0,563323.2,11040.0,12.4124,KMT,KMT,1,0,10,0,1
苗栗縣,2015,250000.0,3.8,563912.0,11000.0,12.4292,KMT,KMT,1,0,11,0,1
苗栗縣,2016,252000.0,3.78,559647.6,10960.0,12.4372,KMT,DPP,0,0,12,0,1
苗栗縣,2017,254000.0,3.76,555383.2,10920.0,12.4451,KMT,DPP,0,0,13,0,1
苗栗縣,2018,256000.0,3.74,551118.8,10880.0,12.4529,KMT,DPP,0,0,14,0,1
苗栗縣,2019,258000.0,3.72,546854.4,10840.0,12.4607,KMT,DPP,0,0,15,0,1
苗栗縣,2020,260000.0,3.7,542590.0,10800.0,12.4684,KMT,DPP,0,0,16,0,1
苗栗縣,2021,262000.0,3.68,538325.6,10760.0,12.4761,KMT,DPP,0,0,17,0,1
苗栗縣,2022,264000.0,3.66,534061.2,10720.0,12.4837,IND,DPP,0,1,1,0,0
苗栗縣,2023,266000.0,3.640000000000001,529796.8,10680.0,12.4913,IND,DPP,0,1,2,0,0
苗栗縣,2024,268000.0,3.620000000000001,525532.4,10640.0,12.4987,IND,DPP,0,1,3,0,0
彰化縣,1990,198102.0,2.0999999999999996,1299973.0,9000.0,12.1965,DPP,KMT,0,0,1,1,0
彰化縣,1991,200095.2,2.2399999999999993,1301020.0,9100.0,12.2065,DPP,KMT,0,0,2,1,0
彰化縣,1992,202088.4,2.38,1302067.0,9200.0,12.2165,DPP,KMT,0,0,3,1,0
彰化縣,1993,204081.6,2.5199999999999996,1303114.0,9300.0,12.2263,KMT,KMT,1,1,1,0,1
彰化縣,1994,206074.8,2.6599999999999997,1304161.0,9400.0,12.236,KMT,KMT,1,1,2,0,1
彰化縣,1995,208068.0,2.8,1305208.0,9500.0,12.2456,KMT,KMT,1,1,3,0,1
彰化縣,1996,210061.2,2.94,1306255.0,9600.0,12.2552,KMT,KMT,1,1,4,0,1
彰化縣,1997,212054.4,3.08,1307302.0,9700.0,12.2646,KMT,KMT,1,0,5,0,1
彰化縣,1998,214047.6,3.22,1308349.0,9800.0,12.274,KMT,KMT,1,0,6,0,1
彰化縣,1999,216040.8,3.36,1309396.0,9900.0,12.2832,KMT,KMT,1,0,7,0,1
彰化縣,2000,218034.0,3.5,1310443.0,10000.0,12.2924,KMT,DPP,0,0,8,0,1
彰化縣,2001,220027.2,3.64,1311490.0,10100.0,12.3015,DPP,DPP,1,1,1,1,0
彰化縣,2002,222020.4,3.78,1312537.0,10200.0,12.3105,DPP,DPP,1,1,2,1,0
彰化縣,2003,224013.6,3.92,1313584.0,10300.0,12.3195,DPP,DPP,1,1,3,1,0
彰化縣,2004,226006.8,4.0600000000000005,1314631.0,10400.0,12.3283,DPP,DPP,1,1,4,1,0
彰化縣,2005,228000.0,4.2,1315678.0,10500.0,12.3371,KMT,DPP,0,1,1,0,1
彰化縣,2006,226800.0,4.36,1311847.4,10560.0,12.3318,KMT,DPP,0,1,2,0,1
彰化縣,2007,225600.0,4.5200000000000005,1308016.8,10620.0,12.3265,KMT,DPP,0,1,3,0,1
彰化縣,2008,224400.0,4.68,1304186.2,10680.0,12.3212,KMT,KMT,1,1,4,0,1
彰化縣,2009,223200.0,4.84,1300355.6,10740.0,12.3158,KMT,KMT,1,0,5,0,1
彰化縣,2010,222000.0,5.0,1296525.0,10800.0,12.3104,KMT,KMT,1,0,6,0,1
彰化縣,2011,218034.0,4.78,1294649.2,10840.0,12.2924,KMT,KMT,1,0,7,0,1
彰化縣,2012,222275.5,4.56,1292773.4,10880.0,12.3117,KMT,KMT,1,0,8,0,1
彰化縣,2013,226517.0,4.34,1290897.6,10920.0,12.3306,KMT,KMT,1,0,9,0,1
彰化縣,2014,230758.5,4.12,1289021.8,10960.0,12.3491,DPP,KMT,0,1,1,1,0
彰化縣,2015,235000.0,3.9,1287146.0,11000.0,12.3673,DPP,KMT,0,1,2,1,0
彰化縣,2016,237600.0,3.88,1283050.8,11040.0,12.3783,DPP,DPP,1,1,3,1,0
彰化縣,2017,240200.0,3.86,1278955.6,11080.0,12.3892,DPP,DPP,1,1,4,1,0
彰化縣,2018,242800.0,3.84,1274860.4,11120.0,12.4,KMT,DPP,0,1,1,0,1
彰化縣,2019,245400.0,3.82,1270765.2,11160.0,12.4106,KMT,DPP,0,1,2,0,1
彰化縣,2020,248000.0,3.8,1266670.0,11200.0,12.4212,KMT,DPP,0,1,3,0,1
彰化縣,2021,250600.0,3.78,1262574.8,11240.0,12.4316,KMT,DPP,0,1,4,0,1
彰化縣,2022,253200.0,3.76,1258479.6,11280.0,12.4419,KMT,DPP,0,0,5,0,1
彰化縣,2023,255800.0,3.74,1254384.4,11320.0,12.4522,KMT,DPP,0,0,6,0,1
彰化縣,2024,258400.0,3.72,1250289.2,11360.0,12.4623,KMT,DPP,0,0,7,0,1
南投縣,1990,203509.0,3.0,554201.0,8600.0,12.2235,KMT,KMT,1,0,1,0,1
南投縣,1991,204608.4,3.1,552934.6,8640.0,12.2289,KMT,KMT,1,0,2,0,1
南投縣,1992,205707.8,3.2,551668.2,8680.0,12.2342,KMT,KMT,1,0,3,0,1
南投縣,1993,206807.2,3.3,550401.8,8720.0,12.2395,KMT,KMT,1,0,4,0,1
南投縣,1994,207906.6,3.4,549135.4,8760.0,12.2448,KMT,KMT,1,0,5,0,1
南投縣,1995,209006.0,3.5,547869.0,8800.0,12.2501,KMT,KMT,1,0,6,0,1
南投縣,1996,210105.4,3.6,546602.6,8840.0,12.2554,KMT,KMT,1,0,7,0,1
南投縣,1997,211204.8,3.7,545336.2,8880.0,12.2606,DPP,KMT,0,1,1,1,0
南投縣,1998,212304.2,3.8,544069.8,8920.0,12.2658,DPP,KMT,0,1,2,1,0
南投縣,1999,213403.6,3.9,542803.4,8960.0,12.2709,DPP,KMT,0,1,3,1,0
南投縣,2000,214503.0,4.0,541537.0,9000.0,12.2761,DPP,DPP,1,1,4,1,0
南投縣,2001,215602.4,4.1,540270.6,9040.0,12.2812,DPP,DPP,1,0,5,1,0
南投縣,2002,216701.8,4.2,539004.2,9080.0,12.2863,DPP,DPP,1,0,6,1,0
南投縣,2003,217801.2,4.3,537737.8,9120.0,12.2913,DPP,DPP,1,0,7,1,0
南投縣,2004,218900.6,4.4,536471.4,9160.0,12.2964,DPP,DPP,1,0,8,1,0
南投縣,2005,220000.0,4.5,535205.0,9200.0,12.3014,KMT,DPP,0,1,1,0,1
南投縣,2006,217000.0,4.66,533462.2,9060.0,12.2877,KMT,DPP,0,1,2,0,1
南投縣,2007,214000.0,4.82,531719.4,8920.0,12.2737,KMT,DPP,0,1,3,0,1
南投縣,2008,211000.0,4.9799999999999995,529976.6,8780.0,12.2596,KMT,KMT,1,1,4,0,1
南投縣,2009,208000.0,5.14,528233.8,8640.0,12.2453,KMT,KMT,1,0,5,0,1
南投縣,2010,205000.0,5.3,526491.0,8500.0,12.2308,KMT,KMT,1,0,6,0,1
南投縣,2011,214503.0,5.08,523090.8,8440.0,12.2761,KMT,KMT,1,0,7,0,1
南投縣,2012,213377.25,4.86,519690.6,8380.0,12.2708,KMT,KMT,1,0,8,0,1
南投縣,2013,212251.5,4.64,516290.4,8320.0,12.2655,KMT,KMT,1,0,9,0,1
南投縣,2014,211125.75,4.42,512890.2,8260.0,12.2602,KMT,KMT,1,0,10,0,1
南投縣,2015,210000.0,4.2,509490.0,8200.0,12.2549,KMT,KMT,1,0,11,0,1
南投縣,2016,210000.0,4.18,505758.4,8160.0,12.2549,KMT,DPP,0,0,12,0,1
南投縣,2017,210000.0,4.16,502026.8,8120.0,12.2549,KMT,DPP,0,0,13,0,1
南投縣,2018,210000.0,4.14,498295.2,8080.0,12.2549,KMT,DPP,0,0,14,0,1
南投縣,2019,210000.0,4.12,494563.6,8040.0,12.2549,KMT,DPP,0,0,15,0,1
南投縣,2020,210000.0,4.1,490832.0,8000.0,12.2549,KMT,DPP,0,0,16,0,1
南投縣,2021,210000.0,4.079999999999999,487100.4,7960.0,12.2549,KMT,DPP,0,0,17,0,1
南投縣,2022,210000.0,4.06,483368.8,7920.0,12.2549,KMT,DPP,0,0,18,0,1
南投縣,2023,210000.0,4.039999999999999,479637.2,7880.0,12.2549,KMT,DPP,0,0,19,0,1
南投縣,2024,210000.0,4.02,475905.6,7840.0,12.2549,KMT,DPP,0,0,20,0,1
雲林縣,1990,205978.0,3.4000000000000004,773124.0,8900.0,12.2355,KMT,KMT,1,0,1,0,1
雲林縣,1991,207912.8,3.4600000000000004,770148.4,8960.0,12.2449,KMT,KMT,1,0,2,0,1
雲林縣,1992,209847.6,3.5200000000000005,767172.8,9020.0,12.2541,KMT,KMT,1,0,3,0,1
雲林縣,1993,211782.4,3.58,764197.2,9080.0,12.2633,KMT,KMT,1,0,4,0,1
雲林縣,1994,213717.2,3.64,761221.6,9140.0,12.2724,KMT,KMT,1,0,5,0,1
雲林縣,1995,215652.0,3.7,758246.0,9200.0,12.2814,KMT,KMT,1,0,6,0,1
雲林縣,1996,217586.8,3.76,755270.4,9260.0,12.2904,KMT,KMT,1,0,7,0,1
雲林縣,1997,219521.6,3.82,752294.8,9320.0,12.2992,KMT,KMT,1,0,8,0,1
雲林縣,1998,221456.4,3.88,749319.2,9380.0,12.308,KMT,KMT,1,0,9,0,1
雲林縣,1999,223391.2,3.94,746343.6,9440.0,12.3167,KMT,KMT,1,0,10,0,1
雲林縣,2000,225326.0,4.0,743368.0,9500.0,12.3253,KMT,DPP,0,0,11,0,1
雲林縣,2001,227260.8,4.06,740392.4,9560.0,12.3339,IND,DPP,0,1,1,0,0
雲林縣,2002,229195.6,4.12,737416.8,9620.0,12.3423,IND,DPP,0,1,2,0,0
雲林縣,2003,231130.4,4.18,734441.2,9680.0,12.3507,IND,DPP,0,1,3,0,0
雲林縣,2004,233065.2,4.24,731465.6,9740.0,12.3591,IND,DPP,0,1,4,0,0
雲林縣,2005,235000.0,4.3,728490.0,9800.0,12.3673,DPP,DPP,1,1,1,1,0
雲林縣,2006,233600.0,4.4399999999999995,726322.6,9740.0,12.3614,DPP,DPP,1,1,2,1,0
雲林縣,2007,232200.0,4.58,724155.2,9680.0,12.3554,DPP,DPP,1,1,3,1,0
雲林縣,2008,230800.0,4.72,721987.8,9620.0,12.3493,DPP,KMT,0,1,4,1,0
雲林縣,2009,229400.0,4.86,719820.4,9560.0,12.3432,DPP,KMT,0,0,5,1,0
雲林縣,2010,228000.0,5.0,717653.0,9500.0,12.3371,DPP,KMT,0,0,6,1,0
雲林縣,2011,225326.0,4.8,714049.0,9440.0,12.3253,DPP,KMT,0,0,7,1,0
雲林縣,2012,228494.5,4.6,710445.0,9380.0,12.3393,DPP,KMT,0,0,8,1,0
雲林縣,2013,231663.0,4.4,706841.0,9320.0,12.353,DPP,KMT,0,0,9,1,0
雲林縣,2014,234831.5,4.2,703237.0,9260.0,12.3666,DPP,KMT,0,0,10,1,0
雲林縣,2015,238000.0,4.0,699633.0,9200.0,12.38,DPP,KMT,0,0,11,1,0
雲林縣,2016,239400.0,3.98,695081.0,9160.0,12.3859,DPP,DPP,1,0,12,1,0
雲林縣,2017,240800.0,3.96,690529.0,9120.0,12.3917,DPP,DPP,1,0,13,1,0
雲林縣,2018,242200.0,3.94,685977.0,9080.0,12.3975,KMT,DPP,0,1,1,0,1
雲林縣,2019,243600.0,3.92,681425.0,9040.0,12.4033,KMT,DPP,0,1,2,0,1
雲林縣,2020,245000.0,3.9,676873.0,9000.0,12.409,KMT,DPP,0,1,3,0,1
雲林縣,2021,246400.0,3.88,672321.0,8960.0,12.4147,KMT,DPP,0,1,4,0,1
雲林縣,2022,247800.0,3.86,667769.0,8920.0,12.4204,KMT,DPP,0,0,5,0,1
雲林縣,2023,249200.0,3.84,663217.0,8880.0,12.426,KMT,DPP,0,0,6,0,1
雲林縣,2024,250600.0,3.82,658665.0,8840.0,12.4316,KMT,DPP,0,0,7,0,1
嘉義縣,1990,224399.0,3.0,580633.0,8900.0,12.3212,KMT,KMT,1,0,1,0,1
嘉義縣,1991,225572.4,3.1,578800.2,8960.0,12.3264,KMT,KMT,1,0,2,0,1
嘉義縣,1992,226745.8,3.2,576967.4,9020.0,12.3316,KMT,KMT,1,0,3,0,1
嘉義縣,1993,227919.2,3.3,575134.6,9080.0,12.3367,KMT,KMT,1,0,4,0,1
嘉義縣,1994,229092.6,3.4,573301.8,9140.0,12.3419,KMT,KMT,1,0,5,0,1
嘉義縣,1995,230266.0,3.5,571469.0,9200.0,12.347,KMT,KMT,1,0,6,0,1
嘉義縣,1996,231439.4,3.6,569636.2,9260.0,12.3521,KMT,KMT,1,0,7,0,1
嘉義縣,1997,232612.8,3.7,567803.4,9320.0,12.3571,KMT,KMT,1,0,8,0,1
嘉義縣,1998,233786.2,3.8,565970.6,9380.0,12.3622,KMT,KMT,1,0,9,0,1
嘉義縣,1999,234959.6,3.9,564137.8,9440.0,12.3672,KMT,KMT,1,0,10,0,1
嘉義縣,2000,236133.0,4.0,562305.0,9500.0,12.3722,KMT,DPP,0,0,11,0,1
嘉義縣,2001,237306.4,4.1,560472.2,9560.0,12.3771,DPP,DPP,1,1,1,1,0
嘉義縣,2002,238479.8,4.2,558639.4,9620.0,12.382,DPP,DPP,1,1,2,1,0
嘉義縣,2003,239653.2,4.3,556806.6,9680.0,12.3869,DPP,DPP,1,1,3,1,0
嘉義縣,2004,240826.6,4.4,554973.8,9740.0,12.3918,DPP,DPP,1,1,4,1,0
嘉義縣,2005,242000.0,4.5,553141.0,9800.0,12.3967,DPP,DPP,1,0,5,1,0
嘉義縣,2006,240000.0,4.64,551162.4,9680.0,12.3884,DPP,DPP,1,0,6,1,0
嘉義縣,2007,238000.0,4.78,549183.8,9560.0,12.38,DPP,DPP,1,0,7,1,0
嘉義縣,2008,236000.0,4.92,547205.2,9440.0,12.3716,DPP,KMT,0,0,8,1,0
嘉義縣,2009,234000.0,5.0600000000000005,545226.6,9320.0,12.3631,DPP,KMT,0,0,9,1,0
嘉義縣,2010,232000.0,5.2,543248.0,9200.0,12.3545,DPP,KMT,0,0,10,1,0
嘉義縣,2011,236133.0,4.96,538566.2,9160.0,12.3722,DPP,KMT,0,0,11,1,0
嘉義縣,2012,238349.75,4.72,533884.4,9120.0,12.3815,DPP,KMT,0,0,12,1,0
嘉義縣,2013,240566.5,4.48,529202.6,9080.0,12.3908,DPP,KMT,0,0,13,1,0
嘉義縣,2014,242783.25,4.24,524520.8,9040.0,12.3999,DPP,KMT,0,0,14,1,0
嘉義縣,2015,245000.0,4.0,519839.0,9000.0,12.409,DPP,KMT,0,0,15,1,0
嘉義縣,2016,246400.0,3.98,515767.4,8960.0,12.4147,DPP,DPP,1,0,16,1,0
嘉義縣,2017,247800.0,3.96,511695.8,8920.0,12.4204,DPP,DPP,1,0,17,1,0
嘉義縣,2018,249200.0,3.94,507624.2,8880.0,12.426,DPP,DPP,1,0,18,1,0
嘉義縣,2019,250600.0,3.92,503552.6,8840.0,12.4316,DPP,DPP,1,0,19,1,0
嘉義縣,2020,252000.0,3.9,499481.0,8800.0,12.4372,DPP,DPP,1,0,20,1,0
嘉義縣,2021,253400.0,3.88,495409.4,8760.0,12.4427,DPP,DPP,1,0,21,1,0
嘉義縣,2022,254800.0,3.86,491337.8,8720.0,12.4482,DPP,DPP,1,0,22,1,0
嘉義縣,2023,256200.0,3.84,487266.2,8680.0,12.4537,DPP,DPP,1,0,23,1,0
嘉義縣,2024,257600.0,3.82,483194.6,8640.0,12.4592,DPP,DPP,1,0,24,1,0
屏東縣,1990,228351.0,3.0,935682.0,8900.0,12.3386,KMT,KMT,1,0,1,0,1
屏東縣,1991,229127.6,3.1,932872.8,8960.0,12.342,KMT,KMT,1,0,2,0,1
屏東縣,1992,229904.2,3.2,930063.6,9020.0,12.3454,KMT,KMT,1,0,3,0,1
屏東縣,1993,230680.8,3.3,927254.4,9080.0,12.3488,DPP,KMT,0,1,1,1,0
屏東縣,1994,231457.4,3.4,924445.2,9140.0,12.3522,DPP,KMT,0,1,2,1,0
屏東縣,1995,232234.0,3.5,921636.0,9200.0,12.3555,DPP,KMT,0,1,3,1,0
屏東縣,1996,233010.6,3.6,918826.8,9260.0,12.3588,DPP,KMT,0,1,4,1,0
屏東縣,1997,233787.2,3.7,916017.6,9320.0,12.3622,DPP,KMT,0,0,5,1,0
屏東縣,1998,234563.8,3.8,913208.4,9380.0,12.3655,DPP,KMT,0,0,6,1,0
屏東縣,1999,235340.4,3.9,910399.2,9440.0,12.3688,DPP,KMT,0,0,7,1,0
屏東縣,2000,236117.0,4.0,907590.0,9500.0,12.3721,DPP,DPP,1,0,8,1,0
屏東縣,2001,236893.6,4.1,904780.8,9560.0,12.3754,DPP,DPP,1,0,9,1,0
屏東縣,2002,237670.2,4.2,901971.6,9620.0,12.3786,DPP,DPP,1,0,10,1,0
屏東縣,2003,238446.8,4.3,899162.4,9680.0,12.3819,DPP,DPP,1,0,11,1,0
屏東縣,2004,239223.4,4.4,896353.2,9740.0,12.3852,DPP,DPP,1,0,12,1,0
屏東縣,2005,240000.0,4.5,893544.0,9800.0,12.3884,DPP,DPP,1,0,13,1,0
屏東縣,2006,238000.0,4.66,889537.0,9640.0,12.38,DPP,DPP,1,0,14,1,0
屏東縣,2007,236000.0,4.82,885530.0,9480.0,12.3716,DPP,DPP,1,0,15,1,0
屏東縣,2008,234000.0,4.9799999999999995,881523.0,9320.0,12.3631,DPP,KMT,0,0,16,1,0
屏東縣,2009,232000.0,5.14,877516.0,9160.0,12.3545,DPP,KMT,0,0,17,1,0
屏東縣,2010,230000.0,5.3,873509.0,9000.0,12.3458,DPP,KMT,0,0,18,1,0
屏東縣,2011,236117.0,5.06,867057.8,8960.0,12.3721,DPP,KMT,0,0,19,1,0
屏東縣,2012,237587.75,4.819999999999999,860606.6,8920.0,12.3783,DPP,KMT,0,0,20,1,0
屏東縣,2013,239058.5,4.58,854155.4,8880.0,12.3845,DPP,KMT,0,0,21,1,0
屏東縣,2014,240529.25,4.34,847704.2,8840.0,12.3906,DPP,KMT,0,0,22,1,0
屏東縣,2015,242000.0,4.1,841253.0,8800.0,12.3967,DPP,KMT,0,0,23,1,0
屏東縣,2016,244000.0,4.08,835534.0,8760.0,12.4049,DPP,DPP,1,0,24,1,0
屏東縣,2017,246000.0,4.06,829815.0,8720.0,12.4131,DPP,DPP,1,0,25,1,0
屏東縣,2018,248000.0,4.04,824096.0,8680.0,12.4212,DPP,DPP,1,0,26,1,0
屏東縣,2019,250000.0,4.02,818377.0,8640.0,12.4292,DPP,DPP,1,0,27,1,0
屏東縣,2020,252000.0,4.0,812658.0,8600.0,12.4372,DPP,DPP,1,0,28,1,0
屏東縣,2021,254000.0,3.98,806939.0,8560.0,12.4451,DPP,DPP,1,0,29,1,0
屏東縣,2022,256000.0,3.96,801220.0,8520.0,12.4529,DPP,DPP,1,0,30,1,0
屏東縣,2023,258000.0,3.94,795501.0,8480.0,12.4607,DPP,DPP,1,0,31,1,0
屏東縣,2024,260000.0,3.92,789782.0,8440.0,12.4684,DPP,DPP,1,0,32,1,0
臺東縣,1990,214653.0,3.5,264022.0,10000.0,12.2768,KMT,KMT,1,0,1,0,1
臺東縣,1991,215542.8,3.6,262151.0,10000.0,12.2809,KMT,KMT,1,0,2,0,1
臺東縣,1992,216432.6,3.7,260280.0,10000.0,12.285,KMT,KMT,1,0,3,0,1
臺東縣,1993,217322.4,3.8,258409.0,10000.0,12.2891,KMT,KMT,1,0,4,0,1
臺東縣,1994,218212.2,3.9,256538.0,10000.0,12.2932,KMT,KMT,1,0,5,0,1
臺東縣,1995,219102.0,4.0,254667.0,10000.0,12.2973,KMT,KMT,1,0,6,0,1
臺東縣,1996,219991.8,4.1,252796.0,10000.0,12.3013,KMT,KMT,1,0,7,0,1
臺東縣,1997,220881.6,4.2,250925.0,10000.0,12.3054,KMT,KMT,1,0,8,0,1
臺東縣,1998,221771.4,4.3,249054.0,10000.0,12.3094,KMT,KMT,1,0,9,0,1
臺東縣,1999,222661.2,4.4,247183.0,10000.0,12.3134,KMT,KMT,1,0,10,0,1
臺東縣,2000,223551.0,4.5,245312.0,10000.0,12.3174,KMT,DPP,0,0,11,0,1
臺東縣,2001,224440.8,4.6,243441.0,10000.0,12.3214,PFP,DPP,0,1,1,0,0
臺東縣,2002,225330.6,4.7,241570.0,10000.0,12.3253,PFP,DPP,0,1,2,0,0
臺東縣,2003,226220.4,4.8,239699.0,10000.0,12.3293,PFP,DPP,0,1,3,0,0
臺東縣,2004,227110.2,4.9,237828.0,10000.0,12.3332,PFP,DPP,0,1,4,0,0
臺東縣,2005,228000.0,5.0,235957.0,10000.0,12.3371,IND,DPP,0,1,1,0,0
臺東縣,2006,225400.0,5.1,234900.2,9840.0,12.3256,IND,DPP,0,1,2,0,0
臺東縣,2007,222800.0,5.2,233843.4,9680.0,12.314,IND,DPP,0,1,3,0,0
臺東縣,2008,220200.0,5.3,232786.6,9520.0,12.3023,IND,KMT,0,1,4,0,0
臺東縣,2009,217600.0,5.4,231729.8,9360.0,12.2904,KMT,KMT,1,1,1,0,1
臺東縣,2010,215000.0,5.5,230673.0,9200.0,12.2784,KMT,KMT,1,1,2,0,1
臺東縣,2011,223551.0,5.26,229028.8,9120.0,12.3174,KMT,KMT,1,1,3,0,1
臺東縣,2012,223163.25,5.02,227384.6,9040.0,12.3157,KMT,KMT,1,1,4,0,1
臺東縣,2013,222775.5,4.78,225740.4,8960.0,12.3139,KMT,KMT,1,0,5,0,1
臺東縣,2014,222387.75,4.54,224096.2,8880.0,12.3122,KMT,KMT,1,0,6,0,1
臺東縣,2015,222000.0,4.3,222452.0,8800.0,12.3104,KMT,KMT,1,0,7,0,1
臺東縣,2016,223200.0,4.28,221013.8,8740.0,12.3158,KMT,DPP,0,0,8,0,1
臺東縣,2017,224400.0,4.26,219575.6,8680.0,12.3212,KMT,DPP,0,0,9,0,1
臺東縣,2018,225600.0,4.24,218137.4,8620.0,12.3265,KMT,DPP,0,0,10,0,1
臺東縣,2019,226800.0,4.22,216699.2,8560.0,12.3318,KMT,DPP,0,0,11,0,1
臺東縣,2020,228000.0,4.2,215261.0,8500.0,12.3371,KMT,DPP,0,0,12,0,1
臺東縣,2021,229200.0,4.180000000000001,213822.8,8440.0,12.3424,KMT,DPP,0,0,13,0,1
臺東縣,2022,230400.0,4.16,212384.6,8380.0,12.3476,KMT,DPP,0,0,14,0,1
臺東縣,2023,231600.0,4.140000000000001,210946.4,8320.0,12.3528,KMT,DPP,0,0,15,0,1
臺東縣,2024,232800.0,4.12,209508.2,8260.0,12.3579,KMT,DPP,0,0,16,0,1
花蓮縣,1990,261281.0,3.5,370284.0,11600.0,12.4734,KMT,KMT,1,0,1,0,1
花蓮縣,1991,262195.6,3.6,368618.6,11640.0,12.4768,KMT,KMT,1,0,2,0,1
花蓮縣,1992,263110.2,3.7,366953.2,11680.0,12.4803,KMT,KMT,1,0,3,0,1
花蓮縣,1993,264024.8,3.8,365287.8,11720.0,12.4838,KMT,KMT,1,0,4,0,1
花蓮縣,1994,264939.4,3.9,363622.4,11760.0,12.4873,KMT,KMT,1,0,5,0,1
花蓮縣,1995,265854.0,4.0,361957.0,11800.0,12.4907,KMT,KMT,1,0,6,0,1
花蓮縣,1996,266768.6,4.1,360291.6,11840.0,12.4941,KMT,KMT,1,0,7,0,1
花蓮縣,1997,267683.2,4.2,358626.2,11880.0,12.4976,KMT,KMT,1,0,8,0,1
花蓮縣,1998,268597.8,4.3,356960.8,11920.0,12.501,KMT,KMT,1,0,9,0,1
花蓮縣,1999,269512.4,4.4,355295.4,11960.0,12.5044,KMT,KMT,1,0,10,0,1
花蓮縣,2000,270427.0,4.5,353630.0,12000.0,12.5078,KMT,DPP,0,0,11,0,1
花蓮縣,2001,271341.6,4.6,351964.6,12040.0,12.5111,KMT,DPP,0,0,12,0,1
花蓮縣,2002,272256.2,4.7,350299.2,12080.0,12.5145,KMT,DPP,0,0,13,0,1
花蓮縣,2003,273170.8,4.8,348633.8,12120.0,12.5179,KMT,DPP,0,0,14,0,1
花蓮縣,2004,274085.4,4.9,346968.4,12160.0,12.5212,KMT,DPP,0,0,15,0,1
花蓮縣,2005,275000.0,5.0,345303.0,12200.0,12.5245,KMT,DPP,0,0,16,0,1
花蓮縣,2006,273000.0,5.1,344003.4,12060.0,12.5172,KMT,DPP,0,0,17,0,1
花蓮縣,2007,271000.0,5.2,342703.8,11920.0,12.5099,KMT,DPP,0,0,18,0,1
花蓮縣,2008,269000.0,5.3,341404.2,11780.0,12.5025,KMT,KMT,1,0,19,0,1
花蓮縣,2009,267000.0,5.4,340104.6,11640.0,12.495,KMT,KMT,1,0,20,0,1
花蓮縣,2010,265000.0,5.5,338805.0,11500.0,12.4875,KMT,KMT,1,0,21,0,1
花蓮縣,2011,270427.0,5.24,337433.0,11400.0,12.5078,KMT,KMT,1,0,22,0,1
