county,year,per_capita_income,unemployment_rate,population,tax_revenue_per_capita,log_income
雲林縣,2018,242200.0,3.94,685977.0,9080.0,12.3975
雲林縣,2019,243600.0,3.92,681425.0,9040.0,12.4033
雲林縣,2020,245000.0,3.9,676873.0,9000.0,12.409
雲林縣,2021,246400.0,3.88,672321.0,8960.0,12.4147
雲林縣,2022,247800.0,3.86,667769.0,8920.0,12.4204
雲林縣,2023,249200.0,3.84,663217.0,8880.0,12.426
雲林縣,2024,250600.0,3.82,658665.0,8840.0,12.4316
嘉義縣,1990,224399.0,3.0,580633.0,8900.0,12.3212
嘉義縣,1991,225572.4,3.1,578800.2,8960.0,12.3264
嘉義縣,1992,226745.8,3.2,576967.4,9020.0,12.3316
嘉義縣,1993,227919.2,3.3,575134.6,9080.0,12.3367
嘉義縣,1994,229092.6,3.4,573301.8,9140.0,12.3419
嘉義縣,1995,230266.0,3.5,571469.0,9200.0,12.347
嘉義縣,1996,231439.4,3.6,569636.2,9260.0,12.3521
嘉義縣,1997,232612.8,3.7,567803.4,9320.0,12.3571
嘉義縣,1998,233786.2,3.8,565970.6,9380.0,12.3622
嘉義縣,1999,234959.6,3.9,564137.8,9440.0,12.3672
嘉義縣,2000,236133.0,4.0,562305.0,9500.0,12.3722
嘉義縣,2001,237306.4,4.1,560472.2,9560.0,12.3771
嘉義縣,2002,238479.8,4.2,558639.4,9620.0,12.382
嘉義縣,2003,239653.2,4.3,556806.6,9680.0,12.3869
嘉義縣,2004,240826.6,4.4,554973.8,9740.0,12.3918
嘉義縣,2005,242000.0,4.5,553141.0,9800.0,12.3967
嘉義縣,2006,240000.0,4.64,551162.4,9680.0,12.3884
嘉義縣,2007,238000.0,4.78,549183.8,9560.0,12.38
嘉義縣,2008,236000.0,4.92,547205.2,9440.0,12.3716
嘉義縣,2009,234000.0,5.0600000000000005,545226.6,9320.0,12.3631
嘉義縣,2010,232000.0,5.2,543248.0,9200.0,12.3545
嘉義縣,2011,236133.0,4.96,538566.2,9160.0,12.3722
嘉義縣,2012,238349.75,4.72,533884.4,9120.0,12.3815
嘉義縣,2013,240566.5,4.48,529202.6,9080.0,12.3908
嘉義縣,2014,242783.25,4.24,524520.8,9040.0,12.3999
嘉義縣,2015,245000.0,4.0,519839.0,9000.0,12.409
嘉義縣,2016,246400.0,3.98,515767.4,8960.0,12.4147
嘉義縣,2017,247800.0,3.96,511695.8,8920.0,12.4204
嘉義縣,2018,249200.0,3.94,507624.2,8880.0,12.426
嘉義縣,2019,250600.0,3.92,503552.6,8840.0,12.4316
嘉義縣,2020,252000.0,3.9,499481.0,8800.0,12.4372
嘉義縣,2021,253400.0,3.88,495409.4,8760.0,12.4427
嘉義縣,2022,254800.0,3.86,491337.8,8720.0,12.4482
嘉義縣,2023,256200.0,3.84,487266.2,8680.0,12.4537
嘉義縣,2024,257600.0,3.82,483194.6,8640.0,12.4592
屏東縣,1990,228351.0,3.0,935682.0,8900.0,12.3386
屏東縣,1991,229127.6,3.1,932872.8,8960.0,12.342
屏東縣,1992,229904.2,3.2,930063.6,9020.0,12.3454
屏東縣,1993,230680.8,3.3,927254.4,9080.0,12.3488
屏東縣,1994,231457.4,3.4,924445.2,9140.0,12.3522
屏東縣,1995,232234.0,3.5,921636.0,9200.0,12.3555
屏東縣,1996,233010.6,3.6,918826.8,9260.0,12.3588
屏東縣,1997,233787.2,3.7,916017.6,9320.0,12.3622
屏東縣,1998,234563.8,3.8,913208.4,9380.0,12.3655
屏東縣,1999,235340.4,3.9,910399.2,9440.0,12.3688
屏東縣,2000,236117.0,4.0,907590.0,9500.0,12.3721
屏東縣,2001,236893.6,4.1,904780.8,9560.0,12.3754
屏東縣,2002,237670.2,4.2,901971.6,9620.0,12.3786
屏東縣,2003,238446.8,4.3,899162.4,9680.0,12.3819
屏東縣,2004,239223.4,4.4,896353.2,9740.0,12.3852
屏東縣,2005,240000.0,4.5,893544.0,9800.0,12.3884
屏東縣,2006,238000.0,4.66,889537.0,9640.0,12.38
屏東縣,2007,236000.0,4.82,885530.0,9480.0,12.3716
屏東縣,2008,234000.0,4.9799999999999995,881523.0,9320.0,12.3631
屏東縣,2009,232000.0,5.14,877516.0,9160.0,12.3545
屏東縣,2010,230000.0,5.3,873509.0,9000.0,12.3458
屏東縣,2011,236117.0,5.06,867057.8,8960.0,12.3721
屏東縣,2012,237587.75,4.819999999999999,860606.6,8920.0,12.3783
屏東縣,2013,239058.5,4.58,854155.4,8880.0,12.3845
屏東縣,2014,240529.25,4.34,847704.2,8840.0,12.3906
屏東縣,2015,242000.0,4.1,841253.0,8800.0,12.3967
屏東縣,2016,244000.0,4.08,835534.0,8760.0,12.4049
屏東縣,2017,246000.0,4.06,829815.0,8720.0,12.4131
屏東縣,2018,248000.0,4.04,824096.0,8680.0,12.4212
屏東縣,2019,250000.0,4.02,818377.0,8640.0,12.4292
屏東縣,2020,252000.0,4.0,812658.0,8600.0,12.4372
屏東縣,2021,254000.0,3.98,806939.0,8560.0,12.4451
屏東縣,2022,256000.0,3.96,801220.0,8520.0,12.4529
屏東縣,2023,258000.0,3.9400000000000004,795501.0,8480.0,12.4607
屏東縣,2024,260000.0,3.9200000000000004,789782.0,8440.0,12.4684
臺東縣,1990,214653.0,3.5,264022.0,10000.0,12.2768
臺東縣,1991,215542.8,3.6,262151.0,10000.0,12.2809
臺東縣,1992,216432.6,3.7,260280.0,10000.0,12.285
臺東縣,1993,217322.4,3.8,258409.0,10000.0,12.2891
臺東縣,1994,218212.2,3.9,256538.0,10000.0,12.2932
臺東縣,1995,219102.0,4.0,254667.0,10000.0,12.2973
臺東縣,1996,219991.8,4.1,252796.0,10000.0,12.3013
臺東縣,1997,220881.6,4.2,250925.0,10000.0,12.3054
臺東縣,1998,221771.4,4.3,249054.0,10000.0,12.3094
臺東縣,1999,222661.2,4.4,247183.0,10000.0,12.3134
臺東縣,2000,223551.0,4.5,245312.0,10000.0,12.3174
臺東縣,2001,224440.8,4.6,243441.0,10000.0,12.3214
臺東縣,2002,225330.6,4.7,241570.0,10000.0,12.3253
臺東縣,2003,226220.4,4.8,239699.0,10000.0,12.3293
臺東縣,2004,227110.2,4.9,237828.0,10000.0,12.3332
臺東縣,2005,228000.0,5.0,235957.0,10000.0,12.3371
臺東縣,2006,225400.0,5.1,234900.2,9840.0,12.3256
臺東縣,2007,222800.0,5.2,233843.4,9680.0,12.314
臺東縣,2008,220200.0,5.3,232786.6,9520.0,12.3023
臺東縣,2009,217600.0,5.4,231729.8,9360.0,12.2904
臺東縣,2010,215000.0,5.5,230673.0,9200.0,12.2784
臺東縣,2011,223551.0,5.26,229028.8,9120.0,12.3174
臺東縣,2012,223163.25,5.02,227384.6,9040.0,12.3157
臺東縣,2013,222775.5,4.78,225740.4,8960.0,12.3139
臺東縣,2014,222387.75,4.54,224096.2,8880.0,12.3122
臺東縣,2015,222000.0,4.3,222452.0,8800.0,12.3104
臺東縣,2016,223200.0,4.28,221013.8,8740.0,12.3158
臺東縣,2017,224400.0,4.26,219575.6,8680.0,12.3212
臺東縣,2018,225600.0,4.24,218137.4,8620.0,12.3265
臺東縣,2019,226800.0,4.22,216699.2,8560.0,12.3318
臺東縣,2020,228000.0,4.2,215261.0,8500.0,12.3371
臺東縣,2021,229200.0,4.180000000000001,213822.8,8440.0,12.3424
臺東縣,2022,230400.0,4.16,212384.6,8380.0,12.3476
臺東縣,2023,231600.0,4.140000000000001,210946.4,8320.0,12.3528
臺東縣,2024,232800.0,4.12,209508.2,8260.0,12.3579
花蓮縣,1990,261281.0,3.5,370284.0,11600.0,12.4734
花蓮縣,1991,262195.6,3.6,368618.6,11640.0,12.4768
花蓮縣,1992,263110.2,3.7,366953.2,11680.0,12.4803
花蓮縣,1993,264024.8,3.8,365287.8,11720.0,12.4838
花蓮縣,1994,264939.4,3.9,363622.4,11760.0,12.4873
花蓮縣,1995,265854.0,4.0,361957.0,11800.0,12.4907
花蓮縣,1996,266768.6,4.1,360291.6,11840.0,12.4941
花蓮縣,1997,267683.2,4.2,358626.2,11880.0,12.4976
花蓮縣,1998,268597.8,4.3,356960.8,11920.0,12.501
花蓮縣,1999,269512.4,4.4,355295.4,11960.0,12.5044
花蓮縣,2000,270427.0,4.5,353630.0,12000.0,12.5078
花蓮縣,2001,271341.6,4.6,351964.6,12040.0,12.5111
花蓮縣,2002,272256.2,4.7,350299.2,12080.0,12.5145
花蓮縣,2003,273170.8,4.8,348633.8,12120.0,12.5179
花蓮縣,2004,274085.4,4.9,346968.4,12160.0,12.5212
花蓮縣,2005,275000.0,5.0,345303.0,12200.0,12.5245
花蓮縣,2006,273000.0,5.1,344003.4,12060.0,12.5172
花蓮縣,2007,271000.0,5.2,342703.8,11920.0,12.5099
花蓮縣,2008,269000.0,5.3,341404.2,11780.0,12.5025
花蓮縣,2009,267000.0,5.4,340104.6,11640.0,12.495
花蓮縣,2010,265000.0,5.5,338805.0,11500.0,12.4875
花蓮縣,2011,270427.0,5.24,337433.0,11400.0,12.5078
花蓮縣,2012,270320.25,4.98,336061.0,11300.0,12.5074
花蓮縣,2013,270213.5,4.72,334689.0,11200.0,12.507
花蓮縣,2014,270106.75,4.46,333317.0,11100.0,12.5066
花蓮縣,2015,270000.0,4.2,331945.0,11000.0,12.5062
花蓮縣,2016,270400.0,4.18,330430.4,10900.0,12.5077
花蓮縣,2017,270800.0,4.16,328915.8,10800.0,12.5091
花蓮縣,2018,271200.0,4.14,327401.2,10700.0,12.5106
花蓮縣,2019,271600.0,4.12,325886.6,10600.0,12.5121
花蓮縣,2020,272000.0,4.1,324372.0,10500.0,12.5136
花蓮縣,2021,272400.0,4.079999999999999,322857.4,10400.0,12.515
花蓮縣,2022,272800.0,4.06,321342.8,10300.0,12.5165
花蓮縣,2023,273200.0,4.039999999999999,319828.2,10200.0,12.518
花蓮縣,2024,273600.0,4.02,318313.6,10100.0,12.5194
澎湖縣,1990,224850.0,3.0,93234.0,8900.0,12.3232
澎湖縣,1991,225860.0,3.1,93137.4,8960.0,12.3277
澎湖縣,1992,226870.0,3.2,93040.8,9020.0,12.3321
澎湖縣,1993,227880.0,3.3,92944.2,9080.0,12.3366
澎湖縣,1994,228890.0,3.4,92847.6,9140.0,12.341
澎湖縣,1995,229900.0,3.5,92751.0,9200.0,12.3454
澎湖縣,1996,230910.0,3.6,92654.4,9260.0,12.3498
澎湖縣,1997,231920.0,3.7,92557.8,9320.0,12.3541
澎湖縣,1998,232930.0,3.8,92461.2,9380.0,12.3585
澎湖縣,1999,233940.0,3.9,92364.6,9440.0,12.3628
澎湖縣,2000,234950.0,4.0,92268.0,9500.0,12.3671
澎湖縣,2001,235960.0,4.1,92171.4,9560.0,12.3714
澎湖縣,2002,236970.0,4.2,92074.8,9620.0,12.3757
澎湖縣,2003,237980.0,4.3,91978.2,9680.0,12.3799
澎湖縣,2004,238990.0,4.4,91881.6,9740.0,12.3842
澎湖縣,2005,240000.0,4.5,91785.0,9800.0,12.3884
澎湖縣,2006,238400.0,4.64,92811.6,9680.0,12.3817
澎湖縣,2007,236800.0,4.78,93838.2,9560.0,12.375
澎湖縣,2008,235200.0,4.92,94864.8,9440.0,12.3682
澎湖縣,2009,233600.0,5.0600000000000005,95891.4,9320.0,12.3614
澎湖縣,2010,232000.0,5.2,96918.0,9200.0,12.3545
澎湖縣,2011,234950.0,4.96,97995.2,9160.0,12.3671
澎湖縣,2012,236712.5,4.72,99072.4,9120.0,12.3746
澎湖縣,2013,238475.0,4.48,100149.6,9080.0,12.382
澎湖縣,2014,240237.5,4.24,101226.8,9040.0,12.3894
澎湖縣,2015,242000.0,4.0,102304.0,9000.0,12.3967
澎湖縣,2016,243600.0,3.98,103033.6,9000.0,12.4033
澎湖縣,2017,245200.0,3.96,103763.2,9000.0,12.4098
澎湖縣,2018,246800.0,3.94,104492.8,9000.0,12.4163
澎湖縣,2019,248400.0,3.92,105222.4,9000.0,12.4228
澎湖縣,2020,250000.0,3.9,105952.0,9000.0,12.4292
澎湖縣,2021,251600.0,3.88,106681.6,9000.0,12.4356
澎湖縣,2022,253200.0,3.86,107411.2,9000.0,12.4419
澎湖縣,2023,254800.0,3.84,108140.8,9000.0,12.4482
澎湖縣,2024,256400.0,3.82,108870.4,9000.0,12.4545
基隆市,1990,241196.0,3.0,384009.0,12000.0,12.3934
基隆市,1991,243649.6,3.1,384450.6,12100.0,12.4035
基隆市,1992,246103.2,3.2,384892.2,12200.0,12.4135
基隆市,1993,248556.8,3.3,385333.8,12300.0,12.4234
基隆市,1994,251010.4,3.4,385775.4,12400.0,12.4332
基隆市,1995,253464.0,3.5,386217.0,12500.0,12.443
基隆市,1996,255917.6,3.6,386658.6,12600.0,12.4526
基隆市,1997,258371.2,3.7,387100.2,12700.0,12.4622
基隆市,1998,260824.8,3.8,387541.8,12800.0,12.4716
基隆市,1999,263278.4,3.9,387983.4,12900.0,12.481
基隆市,2000,265732.0,4.0,388425.0,13000.0,12.4902
基隆市,2001,268185.6,4.1,388866.6,13100.0,12.4994
基隆市,2002,270639.2,4.2,389308.2,13200.0,12.5085
基隆市,2003,273092.8,4.3,389749.8,13300.0,12.5176
基隆市,2004,275546.4,4.4,390191.4,13400.0,12.5265
基隆市,2005,278000.0,4.5,390633.0,13500.0,12.5354
基隆市,2006,276000.0,4.66,389333.2,13360.0,12.5282
基隆市,2007,274000.0,4.82,388033.4,13220.0,12.5209
基隆市,2008,272000.0,4.9799999999999995,386733.6,13080.0,12.5136
基隆市,2009,270000.0,5.14,385433.8,12940.0,12.5062
基隆市,2010,268000.0,5.3,384134.0,12800.0,12.4987
基隆市,2011,265732.0,5.06,381728.2,12740.0,12.4902
基隆市,2012,268049.0,4.819999999999999,379322.4,12680.0,12.4989
基隆市,2013,270366.0,4.58,376916.6,12620.0,12.5075
基隆市,2014,272683.0,4.34,374510.8,12560.0,12.5161
基隆市,2015,275000.0,4.1,372105.0,12500.0,12.5245
基隆市,2016,277600.0,4.08,371199.4,12440.0,12.5339
基隆市,2017,280200.0,4.06,370293.8,12380.0,12.5433
基隆市,2018,282800.0,4.04,369388.2,12320.0,12.5525
基隆市,2019,285400.0,4.02,368482.6,12260.0,12.5616
基隆市,2020,288000.0,4.0,367577.0,12200.0,12.5707
基隆市,2021,290600.0,3.98,366671.4,12140.0,12.5797
基隆市,2022,293200.0,3.96,365765.8,12080.0,12.5886
基隆市,2023,295800.0,3.9400000000000004,364860.2,12020.0,12.5974
基隆市,2024,298400.0,3.9200000000000004,363954.6,11960.0,12.6062
新竹市,1990,301196.0,1.0,323933.0,19000.0,12.6155
新竹市,1991,304449.6,1.2,328383.6,19600.0,12.6263
新竹市,1992,307703.2,1.4,332834.2,20200.0,12.6369
新竹市,1993,310956.8,1.5999999999999999,337284.8,20800.0,12.6474
新竹市,1994,314210.4,1.7999999999999998,341735.4,21400.0,12.6578
新竹市,1995,317464.0,2.0,346186.0,22000.0,12.6681
新竹市,1996,320717.6,2.2,350636.6,22600.0,12.6783
新竹市,1997,323971.2,2.4,355087.2,23200.0,12.6884
新竹市,1998,327224.8,2.6,359537.8,23800.0,12.6984
新竹市,1999,330478.4,2.8,363988.4,24400.0,12.7083
新竹市,2000,333732.0,3.0,368439.0,25000.0,12.7181
新竹市,2001,336985.6,3.2,372889.6,25600.0,12.7278
新竹市,2002,340239.2,3.4,377340.2,26200.0,12.7374
新竹市,2003,343492.8,3.6,381790.8,26800.0,12.7469
新竹市,2004,346746.4,3.8,386241.4,27400.0,12.7563
新竹市,2005,350000.0,4.0,390692.0,28000.0,12.7657
新竹市,2006,349000.0,4.2,395622.4,28400.0,12.7628
新竹市,2007,348000.0,4.4,400552.8,28800.0,12.76
新竹市,2008,347000.0,4.6,405483.2,29200.0,12.7571
新竹市,2009,346000.0,4.8,410413.6,29600.0,12.7542
新竹市,2010,345000.0,5.0,415344.0,30000.0,12.7513
新竹市,2011,333732.0,4.76,419087.2,30400.0,12.7181
新竹市,2012,340299.0,4.52,422830.4,30800.0,12.7376
新竹市,2013,346866.0,4.28,426573.6,31200.0,12.7567
新竹市,2014,353433.0,4.04,430316.8,31600.0,12.7754
新竹市,2015,360000.0,3.8,434060.0,32000.0,12.7939
新竹市,2016,364000.0,3.8,437530.4,32600.0,12.8049
新竹市,2017,368000.0,3.8,441000.8,33200.0,12.8158
新竹市,2018,372000.0,3.8,444471.2,33800.0,12.8266
新竹市,2019,376000.0,3.8,447941.6,34400.0,12.8373
新竹市,2020,380000.0,3.8,451412.0,35000.0,12.8479
新竹市,2021,384000.0,3.8,454882.4,35600.0,12.8584
新竹市,2022,388000.0,3.8,458352.8,36200.0,12.8688
新竹市,2023,392000.0,3.8,461823.2,36800.0,12.879
新竹市,2024,396000.0,3.8,465293.6,37400.0,12.8892
嘉義市,1990,226002.0,2.0999999999999996,255147.0,11000.0,12.3283
嘉義市,1991,227935.2,2.2399999999999993,256250.6,11100.0,12.3368
嘉義市,1992,229868.4,2.38,257354.2,11200.0,12.3453
嘉義市,1993,231801.6,2.5199999999999996,258457.8,11300.0,12.3536
嘉義市,1994,233734.8,2.6599999999999997,259561.4,11400.0,12.3619
嘉義市,1995,235668.0,2.8,260665.0,11500.0,12.3702
嘉義市,1996,237601.2,2.94,261768.6,11600.0,12.3783
嘉義市,1997,239534.4,3.08,262872.2,11700.0,12.3865
嘉義市,1998,241467.6,3.2199999999999998,263975.8,11800.0,12.3945
嘉義市,1999,243400.8,3.36,265079.4,11900.0,12.4025
嘉義市,2000,245334.0,3.5,266183.0,12000.0,12.4104
嘉義市,2001,247267.2,3.64,267286.6,12100.0,12.4182
嘉義市,2002,249200.4,3.7800000000000002,268390.2,12200.0,12.426
嘉義市,2003,251133.6,3.92,269493.8,12300.0,12.4337
嘉義市,2004,253066.8,4.0600000000000005,270597.4,12400.0,12.4414
嘉義市,2005,255000.0,4.2,271701.0,12500.0,12.449
嘉義市,2006,254000.0,4.36,271838.8,12560.0,12.4451
嘉義市,2007,253000.0,4.5200000000000005,271976.6,12620.0,12.4411
嘉義市,2008,252000.0,4.68,272114.4,12680.0,12.4372
嘉義市,2009,251000.0,4.84,272252.2,12740.0,12.4332
嘉義市,2010,250000.0,5.0,272390.0,12800.0,12.4292
嘉義市,2011,245334.0,4.78,271985.2,12840.0,12.4104
嘉義市,2012,249000.5,4.56,271580.4,12880.0,12.4252
嘉義市,2013,252667.0,4.34,271175.6,12920.0,12.4398
嘉義市,2014,256333.5,4.12,270770.8,12960.0,12.4542
嘉義市,2015,260000.0,3.9,270366.0,13000.0,12.4684
嘉義市,2016,263000.0,3.88,269493.8,13100.0,12.4799
嘉義市,2017,266000.0,3.86,268621.6,13200.0,12.4913
嘉義市,2018,269000.0,3.84,267749.4,13300.0,12.5025
嘉義市,2019,272000.0,3.82,266877.2,13400.0,12.5136
嘉義市,2020,275000.0,3.8,266005.0,13500.0,12.5245
嘉義市,2021,278000.0,3.78,265132.8,13600.0,12.5354
嘉義市,2022,281000.0,3.76,264260.6,13700.0,12.5461
嘉義市,2023,284000.0,3.7399999999999998,263388.4,13800.0,12.5567
嘉義市,2024,287000.0,3.7199999999999998,262516.2,13900.0,12.5672
